id,title,release_date,budget,revenue,budget_clean,revenue_clean,release_date_clean,release_year,release_month,budget_missing_flag,revenue_missing_flag,suspicious_flag,financial_status
31357,Waiting to Exhale,12/22/1995,0,81452156.0,,81452156.0,1995-12-22,1995.0,12.0,True,False,True,Revenue Only
11862,Father of the Bride Part II,1995-02-10,0,76578911.0,,76578911.0,1995-02-10,1995.0,2.0,True,False,True,Revenue Only
710,GoldenEye,1995-11-16,0,352194034.0,,352194034.0,1995-11-16,1995.0,11.0,True,False,True,Revenue Only
21032,Balto,22-12-1995,0,11348324.0,,11348324.0,1995-12-22,1995.0,12.0,True,False,True,Revenue Only
524,Casino,1995-11-22,,116112375.0,,116112375.0,1995-11-22,1995.0,11.0,True,False,True,Revenue Only
9691,Assassins,10/06/1995,0,30303072.0,,30303072.0,1995-10-06,1995.0,10.0,True,False,True,Revenue Only
9263,Now and Then,20-10-1995,0,27400000.0,,27400000.0,1995-10-20,1995.0,10.0,True,False,True,Revenue Only
9909,Dangerous Minds,11-08-1995,0,180000000.0,,180000000.0,1995-11-08,1995.0,11.0,True,False,True,Revenue Only
63,Twelve Monkeys,12/29/1995,,168840000.0,,168840000.0,1995-12-29,1995.0,12.0,True,False,True,Revenue Only
687,Dead Man Walking,12/29/1995,0,39363635.0,,39363635.0,1995-12-29,1995.0,12.0,True,False,True,Revenue Only
34615,"Cry, the Beloved Country",15-12-1995,0,676525.0,,676525.0,1995-12-15,1995.0,12.0,True,False,True,Revenue Only
9089,Home for the Holidays,1995-11-02,0,17519169.0,,17519169.0,1995-11-02,1995.0,11.0,True,False,True,Revenue Only
2054,Mr. Holland's Opus,12/29/1995,0,106269971.0,,106269971.0,1995-12-29,1995.0,12.0,True,False,True,Revenue Only
11525,Lawnmower Man 2: Beyond Cyberspace,01/12/1996,,2409225.0,,2409225.0,1996-01-12,1996.0,1.0,True,False,True,Revenue Only
28387,Kicking and Screaming,06-10-1995,0,718490.0,,718490.0,1995-06-10,1995.0,6.0,True,False,True,Revenue Only
20927,Bed of Roses,1996-01-26,0,19030691.0,,19030691.0,1996-01-26,1996.0,1.0,True,False,True,Revenue Only
36929,Big Bully,01/26/1996,,2042530.0,,2042530.0,1996-01-26,1996.0,1.0,True,False,True,Revenue Only
13997,Black Sheep,01-02-1996,0,32.0,,32.0,1996-01-02,1996.0,1.0,True,False,True,Revenue Only
12158,Vampire in Brooklyn,26-10-1995,,19800000.0,,19800000.0,1995-10-26,1995.0,10.0,True,False,True,Revenue Only
13685,Bottle Rocket,21-02-1996,,560069.0,,560069.0,1996-02-21,1996.0,2.0,True,False,True,Revenue Only
10874,Muppet Treasure Island,02/16/1996,0,34327391.0,,34327391.0,1996-02-16,1996.0,2.0,True,False,True,Revenue Only
33542,Rumble in the Bronx,1995-01-30,,32392047.0,,32392047.0,1995-01-30,1995.0,1.0,True,False,True,Revenue Only
51352,Anne Frank Remembered,06/08/1995,,1.0,,1.0,1995-06-08,1995.0,6.0,True,False,True,Revenue Only
5757,Man of the Year,15-09-1995,0,209935.0,,209935.0,1995-09-15,1995.0,9.0,True,False,True,Revenue Only
5894,Blue in the Face,15-09-1995,,1275000.0,,1275000.0,1995-09-15,1995.0,9.0,True,False,True,Revenue Only
1775,Canadian Bacon,08-06-1995,,178104.0,,178104.0,1995-08-06,1995.0,8.0,True,False,True,Revenue Only
8963,Crimson Tide,05/12/1995,0,157387195.0,,157387195.0,1995-05-12,1995.0,5.0,True,False,True,Revenue Only
26564,Crumb,10-09-1994,0,3174695.0,,3174695.0,1994-10-09,1994.0,10.0,True,False,True,Revenue Only
8068,Desperado,08/25/1995,0,25405445.0,,25405445.0,1995-08-25,1995.0,8.0,True,False,True,Revenue Only
1572,Die Hard: With a Vengeance,1995-05-19,0,366101666.0,,366101666.0,1995-05-19,1995.0,5.0,True,False,True,Revenue Only
9886,Johnny Mnemonic,26-05-1995,0,19075720.0,,19075720.0,1995-05-26,1995.0,5.0,True,False,True,Revenue Only
19326,Jury Duty,04/12/1995,0,17014653.0,,17014653.0,1995-04-12,1995.0,4.0,True,False,True,Revenue Only
47608,Mad Love,26-05-1995,0,15453274.0,,15453274.0,1995-05-26,1995.0,5.0,True,False,True,Revenue Only
11472,Nine Months,07/12/1995,0,69660733.0,,69660733.0,1995-07-12,1995.0,7.0,True,False,True,Revenue Only
36196,Party Girl,09-06-1995,0,472370.0,,472370.0,1995-09-06,1995.0,9.0,True,False,True,Revenue Only
18402,Something to Talk About,04-08-1995,0,50892160.0,,50892160.0,1995-04-08,1995.0,4.0,True,False,True,Revenue Only
47939,Three Wishes,10/27/1995,0,7025496.0,,7025496.0,1995-10-27,1995.0,10.0,True,False,True,Revenue Only
36834,Total Eclipse,11/02/1995,0,339889.0,,339889.0,1995-11-02,1995.0,11.0,True,False,True,Revenue Only
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",07-09-1995,0,47774193.0,,47774193.0,1995-07-09,1995.0,7.0,True,False,True,Revenue Only
19155,Before the Rain,1994-06-09,0,763847.0,,763847.0,1994-06-09,1994.0,6.0,True,False,True,Revenue Only
10451,Eat Drink Man Woman,1994-08-03,0,7294403.0,,7294403.0,1994-08-03,1994.0,8.0,True,False,True,Revenue Only
18395,Exit to Eden,1994-10-14,0,6841570.0,,6841570.0,1994-10-14,1994.0,10.0,True,False,True,Revenue Only
15789,A Goofy Movie,07-04-1995,0,35348597.0,,35348597.0,1995-07-04,1995.0,7.0,True,False,True,Revenue Only
47867,Gordy,12-05-1995,,3992809.0,,3992809.0,1995-12-05,1995.0,12.0,True,False,True,Revenue Only
14275,Hoop Dreams,1994-09-12,,7830611.0,,7830611.0,1994-09-12,1994.0,9.0,True,False,True,Revenue Only
14819,Heavyweights,1995-02-17,0,17689177.0,,17689177.0,1995-02-17,1995.0,2.0,True,False,True,Revenue Only
87729,Jefferson in Paris,1995-03-31,,2474000.0,,2474000.0,1995-03-31,1995.0,3.0,True,False,True,Revenue Only
8986,Milk Money,31-08-1994,,18137661.0,,18137661.0,1994-08-31,1994.0,8.0,True,False,True,Revenue Only
10510,Miracle on 34th Street,18-11-1994,0,46264384.0,,46264384.0,1994-11-18,1994.0,11.0,True,False,True,Revenue Only
8438,Murder in the First,01/20/1995,0,17381942.0,,17381942.0,1995-01-20,1995.0,1.0,True,False,True,Revenue Only
241,Natural Born Killers,08/25/1994,,50282766.0,,50282766.0,1994-08-25,1994.0,8.0,True,False,True,Revenue Only
527,Once Were Warriors,09/02/1994,0,2201126.0,,2201126.0,1994-09-02,1994.0,9.0,True,False,True,Revenue Only
41478,Panther,11/10/1995,,6834525.0,,6834525.0,1995-11-10,1995.0,11.0,True,False,True,Revenue Only
40156,Priest,1994-01-01,0,4176932.0,,4176932.0,1994-01-01,1994.0,1.0,True,False,True,Revenue Only
3586,Prêt-à-Porter,23-12-1994,,11300653.0,,11300653.0,1994-12-23,1994.0,12.0,True,False,True,Revenue Only
2636,The Specialist,10/07/1994,0,170362582.0,,170362582.0,1994-10-07,1994.0,10.0,True,False,True,Revenue Only
87078,Suture,14-09-1993,0,102780.0,,102780.0,1993-09-14,1993.0,9.0,True,False,True,Revenue Only
11381,Tommy Boy,03/31/1995,0,32648673.0,,32648673.0,1995-03-31,1995.0,3.0,True,False,True,Revenue Only
2064,While You Were Sleeping,21-04-1995,,182057016.0,,182057016.0,1995-04-21,1995.0,4.0,True,False,True,Revenue Only
60855,Double Happiness,09/07/1994,0,759393.0,,759393.0,1994-09-07,1994.0,9.0,True,False,True,Revenue Only
2759,"The Adventures of Priscilla, Queen of the Desert",31-05-1994,0,11220670.0,,11220670.0,1994-05-31,1994.0,5.0,True,False,True,Revenue Only
29973,Cobb,02-12-1994,0,1007583.0,,1007583.0,1994-02-12,1994.0,2.0,True,False,True,Revenue Only
13,Forrest Gump,07/06/1994,0,677945399.0,,677945399.0,1994-07-06,1994.0,7.0,True,False,True,Revenue Only
16295,Higher Learning,1995-01-11,0,38290723.0,,38290723.0,1995-01-11,1995.0,1.0,True,False,True,Revenue Only
48992,I Like It Like That,1994-10-14,0,1777020.0,,1777020.0,1994-10-14,1994.0,10.0,True,False,True,Revenue Only
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0,449707.0,,449707.0,1993-09-11,1993.0,9.0,True,False,True,Revenue Only
36593,The Naked Gun 33⅓: The Final Insult,1994-03-18,0,51132598.0,,51132598.0,1994-03-18,1994.0,3.0,True,False,True,Revenue Only
36955,True Lies,07/14/1994,0,378882411.0,,378882411.0,1994-07-14,1994.0,7.0,True,False,True,Revenue Only
10449,When a Man Loves a Woman,1994-04-29,0,50021959.0,,50021959.0,1994-04-29,1994.0,4.0,True,False,True,Revenue Only
52038,A Man of No Importance,1994-12-22,,953.0,,953.0,1994-12-22,1994.0,12.0,True,False,True,Revenue Only
8011,Highlander: The Final Dimension,11/29/1994,0,36800000.0,,36800000.0,1994-11-29,1994.0,11.0,True,False,True,Revenue Only
2654,In the Mouth of Madness,1994-12-12,,8946600.0,,8946600.0,1994-12-12,1994.0,12.0,True,False,True,Revenue Only
2758,Addams Family Values,11/19/1993,0,48919043.0,,48919043.0,1993-11-19,1993.0,11.0,True,False,True,Revenue Only
11853,Bad Girls,22-04-1994,0,15240435.0,,15240435.0,1994-04-22,1994.0,4.0,True,False,True,Revenue Only
26203,Blink,26-01-1994,0,16668552.0,,16668552.0,1994-01-26,1994.0,1.0,True,False,True,Revenue Only
178,Blown Away,07/01/1994,0,30156002.0,,30156002.0,1994-07-01,1994.0,7.0,True,False,True,Revenue Only
4722,Body Snatchers,06/09/1993,0,428868.0,,428868.0,1993-06-09,1993.0,6.0,True,False,True,Revenue Only
18215,Boxing Helena,1993-06-18,0,1796389.0,,1796389.0,1993-06-18,1993.0,6.0,True,False,True,Revenue Only
26391,Cabin Boy,1994-01-07,0,3662459.0,,3662459.0,1994-01-07,1994.0,1.0,True,False,True,Revenue Only
18658,Clean Slate,06-05-1994,0,7355425.0,,7355425.0,1994-06-05,1994.0,6.0,True,False,True,Revenue Only
11566,Dave,07-05-1993,0,63000000.0,,63000000.0,1993-07-05,1993.0,7.0,True,False,True,Revenue Only
9739,Demolition Man,1993-10-08,0,159055768.0,,159055768.0,1993-10-08,1993.0,10.0,True,False,True,Revenue Only
18551,Flesh and Bone,05-11-1993,0,9488998.0,,9488998.0,1993-05-11,1993.0,5.0,True,False,True,Revenue Only
5503,The Fugitive,1993-08-06,,368875760.0,,368875760.0,1993-08-06,1993.0,8.0,True,False,True,Revenue Only
35588,Geronimo: An American Legend,1993-12-10,0,18635620.0,,18635620.0,1993-12-10,1993.0,12.0,True,False,True,Revenue Only
2087,The Getaway,1994-02-11,,30.0,,30.0,1994-02-11,1994.0,2.0,True,False,True,Revenue Only
4916,Guilty as Sin,06/04/1993,0,22886222.0,,22886222.0,1993-06-04,1993.0,6.0,True,False,True,Revenue Only
12475,In the Army Now,08/12/1994,0,28881266.0,,28881266.0,1994-08-12,1994.0,8.0,True,False,True,Revenue Only
59930,The Inkwell,1994-04-22,0,8880705.0,,8880705.0,1994-04-22,1994.0,4.0,True,False,True,Revenue Only
6,Judgment Night,1993-10-15,0,12136938.0,,12136938.0,1993-10-15,1993.0,10.0,True,False,True,Revenue Only
1413,M. Butterfly,1993-09-09,0,1499795.0,,1499795.0,1993-09-09,1993.0,9.0,True,False,True,Revenue Only
2246,Malice,09/29/1993,0,46405336.0,,46405336.0,1993-09-29,1993.0,9.0,True,False,True,Revenue Only
10502,The Man without a Face,1993-08-25,0,24760338.0,,24760338.0,1993-08-25,1993.0,8.0,True,False,True,Revenue Only
9516,Menace II Society,1993-05-26,,27900000.0,,27900000.0,1993-05-26,1993.0,5.0,True,False,True,Revenue Only
713,The Piano,05/19/1993,0,116700000.0,,116700000.0,1993-05-19,1993.0,5.0,True,False,True,Revenue Only
18133,The Program,1993-09-24,0,23042200.0,,23042200.0,1993-09-24,1993.0,9.0,True,False,True,Revenue Only
25557,The Puppet Masters,21-10-1994,,8638072.0,,8638072.0,1994-10-21,1994.0,10.0,True,False,True,Revenue Only
7007,Rising Sun,07/30/1993,0,107198790.0,,107198790.0,1993-07-30,1993.0,7.0,True,False,True,Revenue Only
5550,RoboCop 3,17-04-1993,,10696210.0,,10696210.0,1993-04-17,1993.0,4.0,True,False,True,Revenue Only
14291,Searching for Bobby Fischer,1993-08-13,0,7266383.0,,7266383.0,1993-08-13,1993.0,8.0,True,False,True,Revenue Only
695,Short Cuts,1993-09-05,0,6110979.0,,6110979.0,1993-09-05,1993.0,9.0,True,False,True,Revenue Only
12519,Sirens,10/01/1993,0,7770731.0,,7770731.0,1993-10-01,1993.0,10.0,True,False,True,Revenue Only
13203,Son in Law,02-07-1993,,36448200.0,,36448200.0,1993-02-07,1993.0,2.0,True,False,True,Revenue Only
10057,The Three Musketeers,11/11/1993,0,53898845.0,,53898845.0,1993-11-11,1993.0,11.0,True,False,True,Revenue Only
319,True Romance,09/09/1993,0,12281551.0,,12281551.0,1993-09-09,1993.0,9.0,True,False,True,Revenue Only
24405,Chasers,04/22/1994,0,1596687.0,,1596687.0,1994-04-22,1994.0,4.0,True,False,True,Revenue Only
10897,The Little Rascals,1994-08-05,0,67308282.0,,67308282.0,1994-08-05,1994.0,8.0,True,False,True,Revenue Only
37345,Princess Caraboo,16-09-1994,0,3021629.0,,3021629.0,1994-09-16,1994.0,9.0,True,False,True,Revenue Only
771,Home Alone,09-11-1990,,476684675.0,,476684675.0,1990-09-11,1990.0,9.0,True,False,True,Revenue Only
812,Aladdin,1992-11-25,,504050219.0,,504050219.0,1992-11-25,1992.0,11.0,True,False,True,Revenue Only
274,The Silence of the Lambs,1991-02-01,0,272742922.0,,272742922.0,1991-02-01,1991.0,2.0,True,False,True,Revenue Only
7300,One Fine Day,20-12-1996,0,97529550.0,,97529550.0,1996-12-20,1996.0,12.0,True,False,True,Revenue Only
10824,Candyman: Farewell to the Flesh,17-03-1995,0,13940383.0,,13940383.0,1995-03-17,1995.0,3.0,True,False,True,Revenue Only
275,Fargo,1996-04-05,,60611975.0,,60611975.0,1996-04-05,1996.0,4.0,True,False,True,Revenue Only
25059,Homeward Bound II: Lost in San Francisco,03/08/1996,0,32709423.0,,32709423.0,1996-03-08,1996.0,3.0,True,False,True,Revenue Only
10112,The Aristocats,12/23/1970,,55675257.0,,55675257.0,1970-12-23,1970.0,12.0,True,False,True,Revenue Only
12520,The Last Supper,08-09-1995,,442965.0,,442965.0,1995-08-09,1995.0,8.0,True,False,True,Revenue Only
19042,All Dogs Go to Heaven 2,03/29/1996,0,8620678.0,,8620678.0,1996-03-29,1996.0,3.0,True,False,True,Revenue Only
2021,Jack & Sarah,02-06-1995,0,218626.0,,218626.0,1995-02-06,1995.0,2.0,True,False,True,Revenue Only
61752,Girl 6,03/22/1996,0,4939939.0,,4939939.0,1996-03-22,1996.0,3.0,True,False,True,Revenue Only
339428,Happy Weekend,03/14/1996,0,65335.0,,65335.0,1996-03-14,1996.0,3.0,True,False,True,Revenue Only
954,Mission: Impossible,22-05-1996,,457696359.0,,457696359.0,1996-05-22,1996.0,5.0,True,False,True,Revenue Only
47502,Faithful,03-04-1996,0,9789900.0,,9789900.0,1996-03-04,1996.0,3.0,True,False,True,Revenue Only
25087,Bloodsport II,03/01/1996,0,684351.0,,684351.0,1996-03-01,1996.0,3.0,True,False,True,Revenue Only
5801,Pather Panchali,26-08-1955,0,536364.0,,536364.0,1955-08-26,1955.0,8.0,True,False,True,Revenue Only
896,The World of Apu,05/01/1959,0,16000.0,,16000.0,1959-05-01,1959.0,5.0,True,False,True,Revenue Only
38867,Delta of Venus,06/09/1995,0,62949.0,,62949.0,1995-06-09,1995.0,6.0,True,False,True,Revenue Only
46063,Last Dance,1996-05-02,0,5.0,,5.0,1996-05-02,1996.0,5.0,True,False,True,Revenue Only
664,Twister,05/10/1996,,494471524.0,,494471524.0,1996-05-10,1996.0,5.0,True,False,True,Revenue Only
11867,Barb Wire,02-05-1996,,3793614.0,,3793614.0,1996-02-05,1996.0,2.0,True,False,True,Revenue Only
9323,Ghost in the Shell,1995-11-18,0,2287714.0,,2287714.0,1995-11-18,1995.0,11.0,True,False,True,Revenue Only
10547,The Arrival,05/31/1996,0,14048372.0,,14048372.0,1996-05-31,1996.0,5.0,True,False,True,Revenue Only
26890,I Shot Andy Warhol,05/01/1996,0,1814290.0,,1814290.0,1996-05-01,1996.0,5.0,True,False,True,Revenue Only
9268,Eraser,06/21/1996,0,242295562.0,,242295562.0,1996-06-21,1996.0,6.0,True,False,True,Revenue Only
81949,An Unforgettable Summer,15-05-1994,0,65352.0,,65352.0,1994-05-15,1994.0,5.0,True,False,True,Revenue Only
11228,Daylight,1996-12-06,0,159212469.0,,159212469.0,1996-12-06,1996.0,12.0,True,False,True,Revenue Only
1645,A Time to Kill,24-07-1996,,152266007.0,,152266007.0,1996-07-24,1996.0,7.0,True,False,True,Revenue Only
31546,American Buffalo,1996-09-13,,665450.0,,665450.0,1996-09-13,1996.0,9.0,True,False,True,Revenue Only
11962,Joe's Apartment,07/26/1996,,4619014.0,,4619014.0,1996-07-26,1996.0,7.0,True,False,True,Revenue Only
9308,High School High,25-10-1996,,21302121.0,,21302121.0,1996-10-25,1996.0,10.0,True,False,True,Revenue Only
18555,Foxfire,23-08-1996,0,258263.0,,258263.0,1996-08-23,1996.0,8.0,True,False,True,Revenue Only
3573,Emma,08/02/1996,,22231658.0,,22231658.0,1996-08-02,1996.0,8.0,True,False,True,Revenue Only
11134,Police Story 3: Supercop,07/04/1992,,20483423.0,,20483423.0,1992-07-04,1992.0,7.0,True,False,True,Revenue Only
872,Singin' in the Rain,04/10/1952,0,7200000.0,,7200000.0,1952-04-10,1952.0,4.0,True,False,True,Revenue Only
164,Breakfast at Tiffany's,05-10-1961,0,9500000.0,,9500000.0,1961-05-10,1961.0,5.0,True,False,True,Revenue Only
4174,Spellbound,12/28/1945,,7000000.0,,7000000.0,1945-12-28,1945.0,12.0,True,False,True,Revenue Only
381,To Catch a Thief,1955-08-03,,8750000.0,,8750000.0,1955-08-03,1955.0,8.0,True,False,True,Revenue Only
1939,Laura,11-10-1944,,2000000.0,,2000000.0,1944-11-10,1944.0,11.0,True,False,True,Revenue Only
2897,Around the World in Eighty Days,17-10-1956,,42000000.0,,42000000.0,1956-10-17,1956.0,10.0,True,False,True,Revenue Only
57575,The Last Time I Saw Paris,1954-01-01,0,105.0,,105.0,1954-01-01,1954.0,1.0,True,False,True,Revenue Only
52855,Dangerous Ground,12-02-1997,0,3028094.0,,3028094.0,1997-12-02,1997.0,12.0,True,False,True,Revenue Only
63945,Bliss,1997-04-14,0,294064.0,,294064.0,1997-04-14,1997.0,4.0,True,False,True,Revenue Only
44465,The Rich Man's Wife,13-09-1996,0,8538318.0,,8538318.0,1996-09-13,1996.0,9.0,True,False,True,Revenue Only
9333,Last Man Standing,20-09-1996,,47267001.0,,47267001.0,1996-09-20,1996.0,9.0,True,False,True,Revenue Only
10680,D3: The Mighty Ducks,1996-10-04,,22955097.0,,22955097.0,1996-10-04,1996.0,10.0,True,False,True,Revenue Only
14821,Escape to Witch Mountain,03/21/1975,0,20000000.0,,20000000.0,1975-03-21,1975.0,3.0,True,False,True,Revenue Only
864,Cool Runnings,1993-09-30,0,154864401.0,,154864401.0,1993-09-30,1993.0,9.0,True,False,True,Revenue Only
24795,Angels in the Outfield,07/15/1994,0,50236831.0,,50236831.0,1994-07-15,1994.0,7.0,True,False,True,Revenue Only
9591,That Thing You Do!,10/04/1996,0,34585416.0,,34585416.0,1996-10-04,1996.0,10.0,True,False,True,Revenue Only
30500,To Gillian on Her 37th Birthday,10/18/1996,0,4137645.0,,4137645.0,1996-10-18,1996.0,10.0,True,False,True,Revenue Only
10938,Beautiful Thing,06/21/1996,0,1500000.0,,1500000.0,1996-06-21,1996.0,6.0,True,False,True,Revenue Only
12614,Victor/Victoria,1982-04-25,0,28215453.0,,28215453.0,1982-04-25,1982.0,4.0,True,False,True,Revenue Only
88,Dirty Dancing,21-08-1987,,213954274.0,,213954274.0,1987-08-21,1987.0,8.0,True,False,True,Revenue Only
8491,Weekend at Bernie's,07/05/1989,0,30218387.0,,30218387.0,1989-07-05,1989.0,7.0,True,False,True,Revenue Only
136311,American Strays,1996-09-12,,1910.0,,1910.0,1996-09-12,1996.0,9.0,True,False,True,Revenue Only
1630,The People vs. Larry Flynt,10/12/1996,0,20300385.0,,20300385.0,1996-10-12,1996.0,10.0,True,False,True,Revenue Only
11816,On Golden Pond,12/04/1981,0,19255967.0,,19255967.0,1981-12-04,1981.0,12.0,True,False,True,Revenue Only
790,The Fog,1980-02-08,0,21378361.0,,21378361.0,1980-02-08,1980.0,2.0,True,False,True,Revenue Only
11298,The Howling,1981-04-03,,17985893.0,,17985893.0,1981-04-03,1981.0,4.0,True,False,True,Revenue Only
44497,Hustler White,07/19/1996,0,127251.0,,127251.0,1996-07-19,1996.0,7.0,True,False,True,Revenue Only
79306,Snowriders,1996-10-17,,2035470.0,,2035470.0,1996-10-17,1996.0,10.0,True,False,True,Revenue Only
10548,When We Were Kings,10/25/1996,0,2666118.0,,2666118.0,1996-10-25,1996.0,10.0,True,False,True,Revenue Only
41326,American Dream,1990-09-28,0,269823.0,,269823.0,1990-09-28,1990.0,9.0,True,False,True,Revenue Only
11216,Cinema Paradiso,1988-11-17,0,11990401.0,,11990401.0,1988-11-17,1988.0,11.0,True,False,True,Revenue Only
892,Delicatessen,1991-04-17,,1794187.0,,1794187.0,1991-04-17,1991.0,4.0,True,False,True,Revenue Only
1600,The Double Life of Veronique,05/15/1991,0,1999955.0,,1999955.0,1991-05-15,1991.0,5.0,True,False,True,Revenue Only
26561,Enchanted April,06-11-1991,0,13200170.0,,13200170.0,1991-06-11,1991.0,6.0,True,False,True,Revenue Only
18129,The Grifters,09/14/1990,,13446769.0,,13446769.0,1990-09-14,1990.0,9.0,True,False,True,Revenue Only
38251,Mediterraneo,01/31/1991,0,4532791.0,,4532791.0,1991-01-31,1991.0,1.0,True,False,True,Revenue Only
510,One Flew Over the Cuckoo's Nest,18-11-1975,0,108981275.0,,108981275.0,1975-11-18,1975.0,11.0,True,False,True,Revenue Only
11455,Up in Smoke,01-01-1978,0,41590893.0,,41590893.0,1978-01-01,1978.0,1.0,True,False,True,Revenue Only
2493,The Princess Bride,1987-09-18,,30857814.0,,30857814.0,1987-09-18,1987.0,9.0,True,False,True,Revenue Only
679,Aliens,18-07-1986,,183316455.0,,183316455.0,1986-07-18,1986.0,7.0,True,False,True,Revenue Only
389,12 Angry Men,1957-03-25,,1000000.0,,1000000.0,1957-03-25,1957.0,3.0,True,False,True,Revenue Only
947,Lawrence of Arabia,1962-12-10,,69995385.0,,69995385.0,1962-12-10,1962.0,12.0,True,False,True,Revenue Only
595,To Kill a Mockingbird,25-12-1962,0,13129846.0,,13129846.0,1962-12-25,1962.0,12.0,True,False,True,Revenue Only
144,Wings of Desire,01-01-1987,0,3200000.0,,3200000.0,1987-01-01,1987.0,1.0,True,False,True,Revenue Only
1092,The Third Man,1949-08-31,0,596349.0,,596349.0,1949-08-31,1949.0,8.0,True,False,True,Revenue Only
539,Psycho,06/16/1960,,32000000.0,,32000000.0,1960-06-16,1960.0,6.0,True,False,True,Revenue Only
240,The Godfather: Part II,20-12-1974,,47542841.0,,47542841.0,1974-12-20,1974.0,12.0,True,False,True,Revenue Only
1578,Raging Bull,1980-11-14,,23000000.0,,23000000.0,1980-11-14,1980.0,11.0,True,False,True,Revenue Only
703,Annie Hall,04/19/1977,,38251425.0,,38251425.0,1977-04-19,1977.0,4.0,True,False,True,Revenue Only
696,Manhattan,1979-04-25,0,39946780.0,,39946780.0,1979-04-25,1979.0,4.0,True,False,True,Revenue Only
9322,La Femme Nikita,02/21/1990,0,5000000.0,,5000000.0,1990-02-21,1990.0,2.0,True,False,True,Revenue Only
13667,Better Off Dead...,10/11/1985,0,10297601.0,,10297601.0,1985-10-11,1985.0,10.0,True,False,True,Revenue Only
33,Unforgiven,08/07/1992,0,159157447.0,,159157447.0,1992-08-07,1992.0,8.0,True,False,True,Revenue Only
8428,Pump up the Volume,22-08-1990,0,11541758.0,,11541758.0,1990-08-22,1990.0,8.0,True,False,True,Revenue Only
105,Back to the Future,07/03/1985,,381109762.0,,381109762.0,1985-07-03,1985.0,7.0,True,False,True,Revenue Only
3034,Young Frankenstein,12/15/1974,,86273333.0,,86273333.0,1974-12-15,1974.0,12.0,True,False,True,Revenue Only
756,Fantasia,13-11-1940,,83320000.0,,83320000.0,1940-11-13,1940.0,11.0,True,False,True,Revenue Only
2640,Heathers,10/01/1988,,1108462.0,,1108462.0,1988-10-01,1988.0,10.0,True,False,True,Revenue Only
11314,Koyaanisqatsi,1982-06-06,0,1723872.0,,1723872.0,1982-06-06,1982.0,6.0,True,False,True,Revenue Only
15143,Some Kind of Wonderful,02/27/1987,0,18553948.0,,18553948.0,1987-02-27,1987.0,2.0,True,False,True,Revenue Only
89,Indiana Jones and the Last Crusade,05/24/1989,,474171806.0,,474171806.0,1989-05-24,1989.0,5.0,True,False,True,Revenue Only
10322,Being There,12/19/1979,0,30177511.0,,30177511.0,1979-12-19,1979.0,12.0,True,False,True,Revenue Only
14370,Real Genius,07-08-1985,0,13000000.0,,13000000.0,1985-07-08,1985.0,7.0,True,False,True,Revenue Only
2323,Field of Dreams,04/21/1989,0,84431625.0,,84431625.0,1989-04-21,1989.0,4.0,True,False,True,Revenue Only
27214,Amityville 3-D,18-11-1983,0,6333135.0,,6333135.0,1983-11-18,1983.0,11.0,True,False,True,Revenue Only
16235,Amityville II: The Possession,09/24/1982,,12534817.0,,12534817.0,1982-09-24,1982.0,9.0,True,False,True,Revenue Only
11449,The Amityville Horror,07/27/1979,0,86432000.0,,86432000.0,1979-07-27,1979.0,7.0,True,False,True,Revenue Only
32076,The Believers,09-06-1987,0,18753438.0,,18753438.0,1987-09-06,1987.0,9.0,True,False,True,Revenue Only
1598,Cape Fear,1991-11-15,,182300000.0,,182300000.0,1991-11-15,1991.0,11.0,True,False,True,Revenue Only
145,Breaking the Waves,13-05-1996,0,3803298.0,,3803298.0,1996-05-13,1996.0,5.0,True,False,True,Revenue Only
2212,Nightwatch,1997-01-31,0,1179002.0,,1179002.0,1997-01-31,1997.0,1.0,True,False,True,Revenue Only
9037,Grease 2,1982-06-11,,15171476.0,,15171476.0,1982-06-11,1982.0,6.0,True,False,True,Revenue Only
75,Mars Attacks!,12-12-1996,,101371017.0,,101371017.0,1996-12-12,1996.0,12.0,True,False,True,Revenue Only
2322,Sneakers,09/09/1992,0,105232691.0,,105232691.0,1992-09-09,1992.0,9.0,True,False,True,Revenue Only
2928,Michael,25-12-1996,0,119718203.0,,119718203.0,1996-12-25,1996.0,12.0,True,False,True,Revenue Only
36758,The Portrait of a Lady,18-10-1996,0,3692836.0,,3692836.0,1996-10-18,1996.0,10.0,True,False,True,Revenue Only
9415,Murder at 1600,04/18/1997,0,25804707.0,,25804707.0,1997-04-18,1997.0,4.0,True,False,True,Revenue Only
12145,Fierce Creatures,1997-01-24,0,9381260.0,,9381260.0,1997-01-24,1997.0,1.0,True,False,True,Revenue Only
9404,First Strike,02/10/1996,0,21890845.0,,21890845.0,1996-02-10,1996.0,2.0,True,False,True,Revenue Only
14832,The Cement Garden,20-02-1993,0,322975.0,,322975.0,1993-02-20,1993.0,2.0,True,False,True,Revenue Only
4104,Benny & Joon,1993-04-16,0,23202734.0,,23202734.0,1993-04-16,1993.0,4.0,True,False,True,Revenue Only
14908,McHale's Navy,1997-04-18,0,4529843.0,,4529843.0,1997-04-18,1997.0,4.0,True,False,True,Revenue Only
784,Kolya,1996-05-05,0,5770254.0,,5770254.0,1996-05-05,1996.0,5.0,True,False,True,Revenue Only
