movie_id,last_rated,ratings_summary.avg_rating,ratings_summary.total_ratings,ratings_summary.std_dev
1,2016-10-06 19:55:11,3.8724696356275303,247,0.9589814920649079
2,2016-08-01 17:42:33,3.4018691588785046,107,0.8807138301648417
3,2016-08-16 22:07:21,3.1610169491525424,59,1.1501149791325278
4,2004-07-27 06:14:12,2.3846153846153846,13,0.9388345202485134
5,2016-08-16 22:15:47,3.267857142857143,56,0.9485121636939214
6,2016-08-16 22:34:44,3.8846153846153846,104,0.8309275704499349
7,2016-05-07 16:51:38,3.2830188679245285,53,1.1029219668778798
8,2003-04-07 03:14:02,3.8,5,1.6431676725154982
9,2002-03-16 22:26:40,3.15,20,0.812727700887249
10,2016-08-16 22:05:00,3.4508196721311477,122,0.76980687732063
11,2016-05-11 06:26:28,3.6890243902439024,82,0.8945660507479914
12,2015-11-29 16:18:07,2.861111111111111,18,1.108862102968035
13,2016-08-02 19:46:06,3.9375,8,0.9797047660246574
14,2012-11-11 17:57:00,3.4516129032258065,31,0.7784047652054962
15,2016-05-07 15:41:11,2.3181818181818183,11,0.9020179397530649
16,2016-08-16 22:34:40,3.9488636363636362,88,0.8776921564085594
17,2016-05-08 21:51:26,3.9244186046511627,86,0.9283680870546767
18,2016-08-16 23:03:20,3.2884615384615383,26,1.1846778205324597
19,2016-08-16 22:50:11,2.597826086956522,92,1.0798838216785085
20,2016-08-19 03:56:12,2.5384615384615383,13,1.2659242088545835
21,2016-08-04 22:46:34,3.536842105263158,95,1.0112192589629847
22,2015-08-14 20:30:10,3.3552631578947367,38,0.9649807079491706
23,2015-11-29 12:01:51,3.090909090909091,22,0.9466276438515284
24,2016-05-07 18:01:26,3.0441176470588234,34,1.1439408695437354
25,2015-09-17 13:14:33,3.742574257425743,101,1.0807725509702275
26,2004-04-23 21:00:03,4.1,5,0.8944271909999159
27,2001-06-21 02:10:00,3.142857142857143,7,0.6900655593423543
28,2013-12-23 20:17:49,4.083333333333333,18,0.8089572082044157
29,2016-06-27 05:22:41,4.025,40,0.8082110666188185
30,2005-03-04 20:59:08,4.05,10,0.955975359979999
31,2016-08-16 22:12:41,3.1785714285714284,42,0.8397257723937617
32,2016-08-16 21:56:21,3.923469387755102,196,0.8362064547439952
34,2016-08-16 22:28:11,3.6013513513513513,148,1.0737426747106402
35,2000-11-21 21:48:14,3.5454545454545454,11,0.8201995322647243
36,2016-10-06 20:05:55,3.9375,104,0.8115892954358253
37,2000-06-02 20:09:53,2.0,2,1.4142135623730951
38,2002-04-19 14:50:04,2.0,2,1.4142135623730951
39,2016-08-16 22:28:39,3.55,120,0.9601295430804105
40,2003-07-29 19:39:50,3.9166666666666665,6,0.8010409893798609
41,2006-12-08 03:22:21,4.021739130434782,23,0.9591457002501238
42,2000-11-28 13:46:44,2.3333333333333335,9,0.7071067811865476
43,2016-04-16 13:04:33,3.625,12,0.8822749519900761
44,2011-05-25 00:15:07,2.6973684210526314,38,0.955351029898
45,2016-08-16 21:45:26,3.5232558139534884,43,0.879349653979285
46,2002-12-08 23:34:13,3.1666666666666665,12,1.0298573010888745
47,2016-08-16 21:56:16,4.034825870646766,201,0.9020981623567158
48,2016-05-07 16:27:25,2.9262295081967213,61,0.9029399462024522
49,2000-11-20 09:35:58,4.0,2,1.4142135623730951
50,2016-08-30 09:54:15,4.370646766169155,201,0.731904419717486
52,2016-04-16 12:58:47,3.6372549019607843,51,0.9114737043521829
53,1996-12-16 08:49:14,5.0,1,0.0
54,1999-12-16 17:20:26,3.6666666666666665,3,0.5773502691896258
55,2000-11-21 21:35:10,3.3333333333333335,6,1.2110601416389966
57,2005-12-30 11:08:35,3.142857142857143,14,0.8644378215075665
58,2015-07-15 23:08:31,4.0,45,1.0280166252635128
59,2003-03-19 16:38:08,4.0,2,1.4142135623730951
60,2016-08-09 05:21:35,2.828125,32,0.8290042122154554
61,2000-11-21 21:49:42,3.5714285714285716,7,0.5345224838248488
62,2016-04-16 12:51:39,3.689655172413793,87,0.8965093136597909
63,2012-10-29 21:06:13,2.8333333333333335,6,1.3662601021279464
64,2001-07-15 21:38:39,2.4,10,0.6992058987801009
65,2012-01-03 00:36:19,2.025,20,1.251052188738491
66,2002-04-18 12:33:50,2.0,5,1.224744871391589
68,2000-11-20 09:52:00,3.5,8,0.7559289460184544
69,2012-10-29 21:00:54,3.8181818181818183,22,0.7162311170195085
70,2016-08-16 21:41:02,3.0208333333333335,48,1.1296691915200234
71,2015-08-14 19:48:53,2.4285714285714284,7,1.6438920136009396
72,2007-07-04 03:19:40,3.1666666666666665,6,1.5705625319186327
73,2015-12-31 02:11:30,4.115384615384615,13,0.9607689228305228
74,2016-05-15 18:30:48,3.026315789473684,19,0.9497614351118554
76,2007-07-04 03:09:33,3.3333333333333335,15,0.6986381310057719
77,2000-11-20 10:24:21,4.0,2,0.0
78,2000-11-21 21:35:47,3.2,10,0.9189365834726815
79,2003-04-07 02:44:16,2.9615384615384617,26,1.1482428046635165
80,2003-06-10 19:45:00,4.625,4,0.47871355387816894
81,2006-06-24 03:45:24,3.25,18,0.9739247464587322
82,2016-04-16 12:59:48,3.8,10,1.0327955589886448
83,1998-06-16 14:40:16,3.0,3,0.0
84,2000-01-05 22:44:31,4.0,1,0.0
85,2006-08-13 16:12:19,4.0625,16,0.6800735254367721
86,2003-04-07 03:14:02,3.764705882352941,17,1.0914103126634984
87,2001-01-22 15:21:47,1.6666666666666667,3,1.1547005383792517
88,2016-08-16 22:05:06,2.891304347826087,23,0.8784868413555108
89,2016-05-07 18:01:25,3.4411764705882355,17,0.7045023274707932
92,2006-02-07 17:50:30,3.5416666666666665,12,0.8908201872772114
93,2006-03-28 12:29:57,2.227272727272727,11,0.9317627477967866
94,2016-04-16 13:00:22,3.5681818181818183,22,0.6951439478446951
95,2016-05-07 16:38:20,3.1774193548387095,93,0.8896908393488822
96,1998-04-02 16:02:16,1.0,1,0.0
97,2016-08-16 21:42:45,3.875,8,0.6943650748294135
98,2014-07-24 03:25:06,3.0,1,0.0
99,2001-01-22 20:21:13,2.75,4,2.06155281280883
100,2000-12-10 03:59:24,3.4285714285714284,21,0.9258200997725515
101,2016-06-27 06:09:42,3.8823529411764706,17,0.8009644921262483
102,2003-08-27 20:23:45,2.590909090909091,11,1.0202495238465399
103,2000-11-21 22:13:46,4.0,4,0.816496580927726
104,2016-10-07 02:10:21,3.2925531914893615,94,1.0935037267270964
105,2012-12-24 02:35:32,3.1145833333333335,48,1.0118425542592724
107,2011-01-28 08:21:01,3.462962962962963,27,1.0088638499848568
108,2000-11-20 09:52:00,4.0,1,0.0
110,2016-10-14 20:48:10,3.9451754385964914,228,1.023005619593593
111,2016-08-16 21:54:09,4.22457627118644,118,0.9095820812378914
112,2012-11-27 19:35:11,3.295918367346939,49,0.8892785427134807
113,2000-12-10 04:03:34,3.2,5,0.8366600265340756
114,1997-03-03 09:01:08,3.0,1,0.0
116,2005-12-30 11:09:32,4.75,6,0.4183300132670378
117,2012-08-08 12:05:21,3.0,6,1.2649110640673518
118,2001-07-06 22:21:56,2.8,5,1.0954451150103321
119,2000-12-10 04:37:16,3.0,1,0.0
121,2000-11-21 18:47:55,3.8,5,0.447213595499958
122,2014-02-02 15:09:46,3.0526315789473686,19,0.6644700654177412
123,2009-04-05 17:02:25,4.0,7,0.816496580927726
124,1996-11-16 16:23:11,3.0,1,0.0
125,2015-08-14 21:50:51,3.7142857142857144,21,1.0194536351819607
126,2014-02-06 03:32:41,2.7,10,1.0593499054713804
129,2001-07-15 21:28:48,3.0,1,0.0
130,2004-08-30 18:14:05,4.5,1,0.0
131,2000-11-21 21:39:35,2.0,1,0.0
132,2003-04-29 19:12:49,2.875,8,0.9910312089651148
135,2012-05-01 19:18:40,3.0,27,1.176696810829104
137,2000-11-21 21:00:24,1.0,1,0.0
140,2015-08-14 20:41:46,3.4782608695652173,23,0.7902568752334617
141,2016-05-07 16:36:49,3.5806451612903225,93,0.9620243674618969
144,2007-01-10 01:49:49,3.326923076923077,26,1.0093790932281854
145,2016-08-16 22:10:43,3.2790697674418605,43,0.8331118199500117
146,2001-01-22 14:45:17,4.333333333333333,3,0.5773502691896257
147,2016-08-16 21:43:59,3.642857142857143,21,0.8823669466675577
148,2002-02-01 23:11:46,4.0,1,0.0
149,2004-01-26 18:48:53,4.333333333333333,6,0.8164965809277259
150,2016-10-06 19:55:00,3.9025,200,0.7695484220433089
151,2008-08-17 06:36:51,3.5625,48,1.0346394170938276
152,2006-12-05 04:17:30,3.8333333333333335,3,0.2886751345948129
153,2016-08-16 22:13:01,2.7829457364341086,129,1.0016489553955326
154,2015-06-15 01:38:35,3.8125,16,0.8341662504161466
155,2003-08-27 20:27:15,3.0555555555555554,9,0.8079466429027216
156,2006-02-04 22:34:17,3.9545454545454546,11,1.059588256223743
157,2006-03-27 23:53:49,2.375,8,1.1877349391654206
158,2016-05-07 16:33:43,2.8706896551724137,58,1.070171099730377
159,2006-08-21 02:48:14,3.9375,8,0.6781013409302689
160,2016-06-27 05:21:45,2.3412698412698414,63,0.8698600036852278
161,2012-05-02 08:45:46,3.83125,80,0.7833058393594955
162,2013-12-03 00:45:29,4.136363636363637,33,0.9704439003035485
163,2016-08-16 22:21:28,3.515873015873016,63,0.8658775800394368
164,2006-08-21 02:37:52,3.5576923076923075,26,0.7256297000112809
165,2016-10-06 19:54:52,3.443661971830986,142,0.8145367903286634
166,2012-08-05 15:14:10,3.0,4,1.8257418583505538
167,1996-06-30 12:25:50,4.0,1,0.0
168,2016-05-07 16:54:21,3.116279069767442,43,0.8649057841776039
169,2014-02-06 03:28:17,2.5625,8,1.5221577729375775
170,2016-05-07 16:45:49,3.2884615384615383,26,0.8387261403232513
171,2000-11-20 10:06:18,4.333333333333333,6,0.5163977794943223
172,2016-05-07 18:01:26,2.5729166666666665,48,0.9999445906634843
173,2016-05-07 16:29:14,2.5642857142857145,70,1.0212291137112726
174,2005-04-24 01:46:40,2.25,4,0.9574271077563381
175,2016-08-16 22:36:14,3.9565217391304346,23,0.9759965009980693
176,2016-06-27 05:24:32,3.7777777777777777,18,1.0178151661369075
177,2016-08-09 05:25:32,2.8846153846153846,13,1.2608503439122305
178,2012-08-05 16:35:08,4.7,5,0.6708203932499369
179,2015-08-22 19:30:40,3.5,6,1.0488088481701516
180,2016-08-16 22:41:50,3.3068181818181817,44,0.8505532337147769
181,2005-03-22 09:07:23,1.8,15,0.8618916073713347
183,2000-11-20 10:26:35,5.0,1,0.0
184,2000-11-20 10:22:36,4.5,2,0.7071067811865476
185,2016-08-16 22:11:45,3.1029411764705883,102,0.871263550668427
186,2011-11-20 17:59:27,2.875,48,0.8088605066072494
187,2003-07-17 20:07:28,2.8333333333333335,3,0.7637626158259734
188,2004-09-30 02:22:09,3.125,16,1.2041594578792296
189,2000-11-21 20:24:48,4.0,1,0.0
190,2011-06-04 09:32:49,3.8333333333333335,6,1.3291601358251257
191,1996-10-09 17:57:23,3.0,5,0.7071067811865476
193,2014-02-02 13:09:04,2.3142857142857145,35,1.2781288844941074
194,2015-08-14 20:40:23,4.291666666666667,24,0.440273301155254
195,2003-04-16 13:29:05,3.2142857142857144,14,0.8017837257372732
196,2016-05-07 16:44:37,2.809090909090909,55,0.7232316178541789
198,2014-07-24 03:16:21,3.441860465116279,43,1.0757572212697735
199,2005-03-21 01:19:10,3.3333333333333335,3,0.5773502691896258
200,1998-10-03 02:21:46,4.0,1,0.0
201,1996-10-19 17:32:27,4.0,1,0.0
202,2000-11-21 21:51:03,3.0,4,1.4142135623730951
203,2011-01-28 08:02:04,3.3043478260869565,23,0.8885525824055686
204,2016-08-16 22:15:57,3.0,31,1.0327955589886446
205,2006-08-22 00:45:28,4.0,4,0.816496580927726
206,2001-01-25 18:32:16,3.6,10,1.3498971154211057
207,2014-07-12 21:40:55,3.375,28,0.7152440660879852
208,2016-05-07 15:21:23,2.752212389380531,113,1.009163138547121
209,2000-02-01 06:00:39,2.6,5,0.5477225575051661
211,2006-10-30 21:41:38,3.3333333333333335,3,0.5773502691896258
213,2003-03-19 16:37:20,4.222222222222222,9,0.97182531580755
214,2002-09-30 00:20:41,3.0,2,1.4142135623730951
215,2016-02-21 07:26:48,3.7222222222222223,18,1.1659661762602749
216,2016-08-16 22:20:37,3.0238095238095237,42,1.2588824939467629
217,2003-04-07 02:44:36,2.7142857142857144,7,0.7559289460184544
218,2002-04-13 07:29:04,3.3333333333333335,15,0.816496580927726
219,2002-01-18 01:31:26,4.25,4,0.5
220,2000-11-20 08:38:39,3.0,2,1.4142135623730951
222,2005-04-11 02:06:36,3.9318181818181817,22,0.8632090535495269
223,2016-08-16 22:18:00,3.963302752293578,109,0.9663467430807252
224,2012-06-23 01:19:54,3.6,35,0.8206883767695908
225,2006-06-16 19:50:47,3.173076923076923,52,0.938734104769297
227,2005-04-24 01:46:30,3.15625,16,1.0601690116832
228,2001-03-31 03:32:18,2.0,1,0.0
229,2004-02-18 14:36:25,4.083333333333333,12,0.6685579234215215
230,2007-03-21 04:07:49,3.7,25,1.0992421631894098
231,2016-08-16 22:05:54,3.1107594936708862,158,1.1491112845743219
232,2013-11-21 21:39:00,4.208333333333333,24,0.7058246282166001
233,2014-07-24 03:04:25,4.269230769230769,13,0.599144689515278
234,2004-04-23 20:59:40,2.75,12,0.9653072991634227
235,2016-07-17 12:30:51,3.9038461538461537,78,1.0001872951475763
236,2013-06-01 07:34:29,3.3583333333333334,60,0.8591070781639578
237,2006-12-20 03:44:11,3.1911764705882355,34,1.051800086736968
238,2001-01-22 15:26:22,3.0,5,1.224744871391589
239,2016-05-11 06:18:30,2.933333333333333,15,1.237316604977231
240,2000-11-21 22:13:17,3.4,5,1.140175425099138
241,2000-11-21 20:58:20,3.5,4,1.9148542155126762
242,2000-05-11 00:25:53,3.75,4,0.5
243,1996-10-19 17:25:17,4.0,1,0.0
244,2000-11-21 07:16:27,3.0,1,0.0
245,2000-01-08 00:45:22,3.0,1,0.0
246,2016-06-27 05:22:18,4.040983606557377,61,1.061818730477779
247,2015-06-11 13:12:52,3.6511627906976742,43,1.0664520825132222
248,2001-06-24 01:55:10,3.1538461538461537,13,0.8987170342729172
249,2006-12-26 20:05:27,3.375,20,0.7926471306225807
250,2016-06-27 05:26:04,3.25,4,1.707825127659933
251,1996-10-07 11:33:05,3.0,1,0.0
252,2011-01-28 06:49:20,3.0609756097560976,41,0.902739732364896
253,2016-08-16 21:58:34,3.396,125,0.9252201133052157
254,2001-01-22 20:36:20,3.0,4,0.816496580927726
255,2001-01-22 20:36:52,2.2,5,1.6431676725154984
256,2016-05-07 16:48:42,2.7023809523809526,42,0.8907349925457133
257,2004-10-13 19:49:25,3.576923076923077,13,1.1151635501529555
258,2016-08-09 05:26:32,2.5,11,0.9746794344808963
259,2006-01-31 18:33:03,3.7,5,0.4472135954999579
260,2016-10-14 20:46:45,4.221649484536083,291,0.9086815159366377
261,2013-06-21 00:07:10,3.715686274509804,51,0.8015915541021144
262,2013-06-21 14:44:55,3.85,20,1.113316524718162
263,1996-11-16 16:19:09,3.0,1,0.0
264,1998-06-17 19:19:54,4.5,2,0.7071067811865476
265,2013-06-21 02:25:58,3.879032258064516,62,0.9695591522759354
266,2015-11-04 19:03:17,3.4863013698630136,73,1.0136999156682787
267,2015-11-29 16:25:17,2.730769230769231,13,0.9919548170024474
268,1997-11-14 15:21:21,4.25,4,0.4999999999999999
269,1997-02-06 01:18:02,3.6666666666666665,3,0.5773502691896258
270,2005-06-28 02:07:51,3.2222222222222223,9,1.3017082793177757
271,2000-12-10 04:01:26,3.5,4,1.2909944487358056
272,2011-03-19 23:59:20,4.0,39,0.7863975156570492
273,2010-10-06 20:59:29,3.1296296296296298,27,0.6735753140545634
274,2009-02-10 01:01:26,2.6666666666666665,3,0.5773502691896258
275,2000-04-07 07:16:23,2.8,5,1.0954451150103321
276,2009-01-07 16:43:01,2.8636363636363638,22,0.8888437939499213
277,2012-12-24 02:35:25,3.357142857142857,35,1.011488627567052
278,2000-12-10 04:32:40,3.0,5,1.224744871391589
279,2005-01-22 22:45:03,2.875,4,2.0155644370746373
